Account Code,Account Name,Balance
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1213),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1223),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1234),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1250),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1300),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1350),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1400),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1450),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1460),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1470),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1480),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1490),-102555710.0
4-1000,Sales - Scratchers Sales (40100-00-00-0000-1500),-102555710.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D3),23758130.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-D4),14254878.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-DD),9503252.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-F5),23758130.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-HS),47516260.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-MM),190065040.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-PB),142548780.0
5-2000,Prize Expense - Draw Games Prize Expense (64101-00-00-0000-SLP),23758130.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1159),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1200),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1213),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1223),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1234),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1250),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1300),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1350),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1400),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1450),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1460),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1470),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1480),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1490),47516260.0
5-2000,Prize Expense - Scratchers Prize Expense (64100-00-00-0000-1500),47516260.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-D3),8111940.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-D4),4867164.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-DD),3244776.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-F5),8111940.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-HS),16223880.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-MM),64895520.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-PB),48671640.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-SLP),8111940.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),16223880.0
cf-receipts,Cash received from net lottery revenue,-2566506750.0
cf-other-receipts,Other cash receipts,-12582000.0
cf-prizes,Cash payments for prizes,1193013000.0
cf-commissions,Cash payments for commissions,405630250.0
cf-contractor,Cash payments for contractor fees,69307250.0
cf-telecom,Cash payments for telecommunications,4043250.0
cf-instant,Cash payments for instant ticket direct expenses,5398000.0
cf-admin,Cash payments for other operating expenses,32493750.0
cf-education,Cash transfer to State for Lottery Aid to Education,975747750.0
cf-capital,"Purchases of capital assets, net of disposals",223500.0
cf-inv-mat,Proceeds from investment maturities,-101087250.0
cf-inv-purch,Purchases of investments,63617250.0
cf-inv-int,Interest on cash and cash equivalents and investments,-16962000.0
cf-offset,Cash Flow balance sheet offset,-52336000.0
