Account Code,Account Name,Balance
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-HS),15963210.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-MM),63852840.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-PB),47889630.0
5-2100,Retailer Commission - Draw Games Retailer Commission (64201-00-00-0000-SLP),7981605.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
5-2100,Retailer Commission - Scratchers Retailer Commission (64200-00-00-0000-1459),15963210.0
cf-receipts,Cash received from net lottery revenue,-2627065250.0
cf-other-receipts,Other cash receipts,-3149250.0
cf-prizes,Cash payments for prizes,1249295000.0
cf-commissions,Cash payments for commissions,399086750.0
cf-contractor,Cash payments for contractor fees,67842250.0
cf-telecom,Cash payments for telecommunications,4104500.0
cf-instant,Cash payments for instant ticket direct expenses,4419000.0
cf-admin,Cash payments for other operating expenses,32342750.0
cf-education,Cash transfer to State for Lottery Aid to Education,833998000.0
cf-capital,"Purchases of capital assets, net of disposals",125750.0
cf-inv-mat,Proceeds from investment maturities,-23557500.0
cf-inv-purch,Purchases of investments,884500.0
cf-inv-int,Interest on cash and cash equivalents and investments,-19921250.0
cf-offset,Cash Flow balance sheet offset,81594750.0
